IL6R
ATP6V1G3
ATP6V1E2
ATP6V1E1
ATP6V1C1
ATP6V1C2
ATP6V1H
ATP6V1D
ATP6V1F
ATP6V0E2
ATP6V0E1
ATP6V0C
ATP6V0B
ATP6V0A4
ATP6V0A1
TCIRG1
ATP6V0A2
ATP6V0D1
ATP6V0D2
NOS1
NOS2
NOS3
SLC11A1
HVCN1
CYBB
CYBA
NCF2
NCF4
NCF1
NRG1
NRG2
ERBB3
ERBB2
EGFR
ERBB4
BTC
EREG
HBEGF
NRG4
NRG3
HSP90AA1
ERBIN
CDC37
SRC
YES1
HIF3A
EPAS1
HIF1A
CREBBP
EP300
ARNT
CITED2
CA9
EPO
HIGD1A
HIF1AN
VHL
CUL2
LIMD1
AJUBA
WTIP
EGLN3
EGLN1
UBE2D1
UBE2D2
UBE2D3
EGLN2
SHC1
DLG4
GABRQ
GABRB2
GABRB1
GABRB3
GABRG2
GABRG3
GABRA1
ITGB5
ITGAV
SEC61A1
SEC61A2
SEC61G
SEC61B
TAP1
TAP2
B2M
HLA-G
HLA-E
HLA-H
HLA-C
HLA-A
HLA-F
HLA-B
PDIA3
TAPBP
CALR
SEC22B
SNAP23
BTK
CD14
TLR2
TLR1
S100A1
TLR4
LY96
HMGB1
S100A8
S100A9
TLR6
TIRAP
MYD88
VAMP3
VAMP8
CTSS
CTSL
CTSV
LNPEP
CD207
FCGR1BP
FCGR1A
MRC2
MRC1
SLC4A1
AQP1
CA4
RHAG
HBB
HBA1
CA2
CA1
CYB5R4
CYB5R2
CYB5RL
MRI1
GOT1
ADI1
ENOPH1
MTAP
PTPN12
ADAM17
APH1B
APH1A
PSEN1
PSEN2
NCSTN
PSENEN
NCOR1
TAB2
GFAP
WWOX
YAP1
CSN2
ESR1
PGR
S100B
CXCL12
APOE
ADAP1
STMN1
MXD4
WWP1
ITCH
MLST8
PRR5
MTOR
RICTOR
MAPKAP1
THEM4
TRIB3
ESR2
STRN
KITLG
KIT
MET
PIK3CD
CD19
ICOS
AREG
EPGN
TGFA
PIK3AP1
CD28
CD86
CD80
TRAT1
PDGFRB
PDGFRA
TRAF6
IRAK1
IRAK4
IL1RL1
IL33
IL1RAP
IL7R
IL7
IL2RG
JAK3
BRWD1
SMARCA4
H3C15
H3C1
RAG1
RAG2
SOCS1
CISH
SOCS2
TSLP
CRLF2
TOMM5
TOMM7
TOMM6
TOMM20
TOMM22
TOMM70
TOMM40
HSPA9
TIMM22
ACO2
ATP5MC1
BCS1L
CYC1
HSPD1
ATP5F1B
SLC25A4
IDH3G
CS
ATP5F1A
MTX2
MTX1
SAMM50
VDAC1
OTC
FXN
HSCB
TIMM17B
TIMM17A
TIMM23
TIMM21
PAM16
DNAJC19
TIMM44
GRPEL2
GRPEL1
TIMM50
PMPCB
PMPCA
NDUFB8
COQ2
LDHD
SLC25A6
TAFAZZIN
TIMM10
TIMM9
SLC25A13
SLC25A12
TIMM13
TIMM8B
TIMM8A
CHCHD4
GFER
CHCHD3
CHCHD10
CHCHD2
CHCHD5
COX19
COX17
CHCHD7
COA4
CMC4
COA6
CMC2
TIMM10B
PITRM1
SPRY2
BRAF
MKNK1
KCNJ11
KCNJ8
ABCC8
ABCC9
GABBR2
GABBR1
GNG2
GNG12
GNG5
GNG4
GNG11
GNG10
GNG3
GNG13
GNG7
GNGT1
GNGT2
GNG8
GNB1
GNB3
GNB5
GNB4
GNB2
KCNJ16
KCNJ10
KCNJ15
KCNJ9
KCNJ6
KCNJ5
KCNJ3
KCNJ2
KCNJ12
KCNJ4
KCNN4
KCNMA1
KCNMB1
KCNMB2
KCNMB3
KCNMB4
KCNN3
KCNN2
KCNN1
KCNJ14
HCN4
HCN2
HCN1
HCN3
KCNJ1
KCNAB1
KCNAB2
KCNAB3
KCNV2
KCNV1
KCNA5
KCNA3
KCNA4
KCNA2
KCNA10
KCNA1
KCNA7
KCNA6
KCNH1
KCNH5
KCNS2
KCNS3
KCNS1
KCNG2
KCNG1
KCNG3
KCNG4
KCNC4
KCNC2
KCNC3
KCNC1
KCNQ2
KCNQ3
KCNQ4
KCNQ5
KCNQ1
KCND3
KCND2
KCND1
KCNF1
KCNH6
KCNH7
KCNH2
KCNB1
KCNB2
KCNH4
KCNH3
KCNH8
KCNK13
KCNK1
KCNK7
KCNK6
KCNK3
KCNK9
KCNK18
KCNK17
KCNK16
KCNK2
KCNK4
KCNK10
CATSPERD
CATSPERB
CATSPERG
CATSPER3
CATSPER2
CATSPER1
CATSPER4
KCNU1
IZUMO1
IZUMO2
IZUMO4
IZUMO3
ACR
GRB7
RNF41
USP8
CDC25A
RBL2
E2F5
E2F4
LIN52
RBBP4
LIN54
LIN37
LIN9
MAX
MYC
CDC6
HDAC1
RBL1
TOP2A
CCNA2
MYBL2
LYRM4
NFS1
ISCU
FDX2
FDX1
SLC25A28
SLC25A37
ISCA1
ISCA2
GLRX5
NR1D1
HDAC3
SREBF1
RORA
CPT1A
TBL1X
PPARA
RXRA
MED1
CARM1
SMARCD3
NCOA6
NCOA2
TGS1
NCOA1
CHD9
HELZ2
TBL1XR1
NAMPT
ARNTL
NPAS2
CLOCK
ARNTL2
NOCT
F7
DBP
BHLHE41
AVP
BHLHE40
KLF15
ABCB6
ABCB7
ABCB10
ABCB8
ABCA10
ABCA6
ABCA9
ABCA2
ABCG4
ABCG5
ABCG8
ABCG1
ABCA7
ABCD2
ABCD1
ABCD3
PEX19
PEX3
ABCA12
ABCA3
ABCA5
P2RX5
P2RX6
P2RX1
P2RX2
P2RX7
P2RX4
P2RX3
STIM1
ORAI1
ORAI2
DYNLL2
PPP1R13B
TP53BP2
TP73
TP63
PTGS1
DFFA
DFFB
H1-0
H1-1
H1-3
H1-2
H1-5
H1-4
HMGB2
FADD
RIPK1
TRADD
TRAF2
FAS
FASLG
TNFSF10
TNFRSF10A
TNFRSF10B
TICAM1
TICAM2
F3
F10
F9
TFPI
F2
SERPINE2
PROC
SERPINA5
SERPINC1
SERPIND1
GP5
GP1BB
GP1BA
GP9
F11
KLKB1
PRCP
F12
F13B
THBD
PROCR
PF4V1
CD177
PRTN3
F2R
MAOA
MAOB
SMOX
PAOX
CDC20
MAD2L1
ANAPC10
CDC23
CDC27
ANAPC4
ANAPC2
ANAPC16
ANAPC15
ANAPC1
CDC16
ANAPC11
UBE2S
UBE2C
CDC26
ANAPC5
ANAPC7
BUB1B
BUB3
SPDL1
CLIP1
NDE1
CKAP5
KIF2C
KIF2B
NUDC
NDEL1
DYNC1LI2
DYNC1LI1
DYNC1H1
DYNC1I1
DYNC1I2
INCENP
B9D2
CENPN
CENPM
ITGB3BP
CENPQ
CENPU
CENPP
CENPO
APITD1
CENPL
CENPH
CENPI
CENPK
CENPC
CENPT
CENPA
CDCA8
AURKB
BIRC5
KNL1
PMF1
DSN1
NSL1
MIS12
SPC25
NDC80
SPC24
NUF2
ZWILCH
ZW10
KNTC1
CENPF
SKA1
XPO1
SKA2
CLASP1
BUB1
SGO1
RPS27
KIF18A
PPP2R5E
PPP2R5D
PPP2R5A
PPP2R5C
PPP2R5B
KIF2A
RCC2
CENPE
AHCTF1
PPP1CC
MAPRE1
SGO2
CLASP2
PLK1
RANGAP1
ZWINT
MAD1L1
PAFAH1B1
TAOK1
ERCC6L
CMA1
MMP9
PTPRU
GRAP
GRAP2
GRB10
FES
CHEK1
TEC
FER
SH2B2
SOCS6
SH2B3
MMP3
MMP8
MMP1
MMP12
MMP7
MMP2
MMP13
PRSS2
MMP14
TMPRSS6
MMP11
COL14A1
MMP10
COL9A3
COL9A1
COL9A2
COL13A1
COL15A1
COL12A1
MMP20
CTSB
CTSK
COL18A1
ADAM9
ADAM10
COL17A1
COL16A1
COL23A1
COL19A1
CTSD
COL25A1
COL26A1
MMP15
ELANE
MMP19
PHYKPL
RAB10
RAB14
RAB13
RAB8A
TBC1D1
TBC1D4
VAMP2
SLC2A4
ASPSCR1
MYO5A
PRKAB2
PRKAB1
PRKAA2
PRKAG3
PRKAG1
PRKAG2
RALGAPB
RALGAPA2
RALA
KIFAP3
KIF3B
KIF3A
RAB4A
MYO1C
EXOC7
EXOC4
EXOC1
EXOC3
EXOC6
EXOC2
EXOC5
EXOC8
MYH9
RHOQ
C2CD5
RAB11A
DEFB103A
DEFB117
DEFB130B
DEFB121
DEFB104A
DEFB4A
DEFB108B
DEFB124
DEFB112
DEFB130A
DEFB129
DEFB131
DEFB123
DEFB134
DEFB114
DEFB107A
DEFB126
DEFB136
DEFB113
DEFB110
DEFB133
DEFB105A
DEFB116
DEFB135
DEFB109B
DEFB115
DEFB132
DEFB108P1
DEFB106A
DEFB1
DEFB128
DEFB125
DEFB127
DEFB118
DEFB119
CCR6
CCR2
DEFA3
DEFA6
DEFA1
DEFA5
DEFA4
PRSS3
CD4
ART1
GCH1
GCHFR
PTS
SPR
PRKG2
DHFR
CD44
CDH1
BMP1
LAMB3
LAMC2
LAMA3
NID1
ADAMTS5
ADAMTS4
ADAMTS8
ADAMTS9
ADAMTS16
ADAMTS1
ADAMTS18
ACAN
HSPG2
LAMC1
LAMA5
LAMB1
DCN
CAPN1
CAPNS1
BSG
CTSG
ADAM8
BCAN
TLL1
TLL2
KLK7
SPP1
ADAM15
CAPN2
CAPN12
CAPN7
CAPN8
CAPN6
CAPN15
CAPN13
CAPN11
CAPN10
CAPN3
CAPN5
CAPN14
CAPN9
CAPNS2
CAST
HTRA1
OPTC
SCUBE3
SCUBE1
CA6
CA14
CA12
CA7
CA13
CA3
CA5B
CA5A
LPCAT4
MBOAT2
LPCAT3
LPCAT2
LPCAT1
PLA2G4C
PNPLA8
PLA2G2A
PLA2G6
PLA2G4D
PLA2G4B
PLA2G4F
PLBD1
PLAAT3
PLA2G4E
PLB1
PLA2G5
PLA2G2E
PLA2G12A
PLA2G2F
PLA2G1B
PLA2G3
PLA2G10
PLA2G2D
PLA2R1
TMEM86B
HADHB
HADHA
LCLAT1
MBOAT1
OSBPL10
OSBPL8
OSBPL5
PLA1A
ABHD4
PLAAT2
PLAAT4
PLAAT1
PLAAT5
MGLL
PNPLA2
PNPLA3
DGAT1
DGAT2
AWAT2
DGAT2L6
MBOAT7
LPGAT1
CRLS1
PTDSS2
PTDSS1
GPCPD1
PLA2G15
PGS1
PLD6
PLD1
PLD4
PLD3
PLD2
CDS2
PTPMT1
AGPAT5
GPAM
GPAT2
GNPAT
GPD2
GPAT4
DDHD2
DDHD1
LIPH
LIPI
AGPAT3
GPAT3
AGPAT2
AGPAT1
AGPAT4
GPD1
GPD1L
ACP6
ALPI
MIGA2
MIGA1
CEPT1
CHPT1
CHKA
CHKB
PCYT1A
PCYT1B
PHOSPHO1
PEMT
LPIN1
LPIN3
LPIN2
CHAT
SLC44A1
SLC44A5
SLC44A3
SLC44A4
SLC44A2
ABHD3
MFSD2A
PCTP
STARD7
STARD10
CSNK2B
CSNK2A2
CSNK2A1
PITPNB
CPNE7
CPNE6
CPNE3
CPNE1
AGK
SELENOI
PCYT2
PISD
ETNK1
ETNK2
ETNPPL
CDIPT
CDS1
PITPNM2
PITPNM1
PITPNM3
PI4K2B
PI4KA
SACM1L
MTMR2
SBF1
TNFAIP8L3
TNFAIP8L2
TNFAIP8
TNFAIP8L1
INHBB
INHBA
DYRK1A
CDK2
CCNE2
CCNE1
CCNA1
TPMT
MTRR
MTR
MAT1A
AHCY
COMT
NNMT
MAT2B
MAT2A
AS3MT
GSTO1
TRMT112
N6AMT1
CYP1A2
NAT2
NAT1
SULT1A1
SULT1A4
SULT1A3
SULT6B1
SULT1B1
SULT2A1
SULT1E1
SULT1C2
SULT2B1
SULT4A1
BPNT1
SULT1C4
SULT1A2
ABHD14B
BPNT2
TPST1
TPST2
PODXL2
UGT1A4
UGT1A9
UGT1A3
UGT1A6
UGT1A1
UGT3A2
UGT2A3
UGT2B4
UGT2B15
UGT3A1
UGT1A8
UGT2B7
UGT2B17
UGT1A7
UGT2B11
UGT2B10
UGT1A5
UGT2B28
UGT2A2
UGT2A1
ABHD10
UGT1A10
GSTM5
GSTM2
GSTA1
GSTA2
GSTZ1
GSTM4
GSTA3
GSTM1
GSTT1
GSTM3
GSTO2
GSTT2B
GSTP1
HPGDS
GSTA4
GSTA5
GSTT2
MGST2
MGST3
MGST1
GSTK1
AKR1A1
ESD
FBLN5
ELN
MFAP5
MFAP2
FBN1
FBN2
FBN3
LOX
LOXL1
LOXL4
LOXL2
LOXL3
ITGB6
ITGB1
ITGA5
CEACAM8
CEACAM6
CEACAM1
CDC25C
WEE1
PKMYT1
FOXM1
CCNB2
RPL13A
EIF4H
EIF4B
EIF1AX
EIF3B
EIF3F
EIF3G
EIF3I
EIF3J
EIF3M
EIF3K
EIF3L
EIF3E
EIF3C
EIF3D
EIF3A
EIF3H
RPS8
RPS9
RPS10
RPSA
RPS11
RPS12
RPS13
RPS14
RPS15
RPS16
RPS17
RPS18
RPS19
RPS15A
RPS2
RPS20
RPS21
RPS23
RPS27L
RPS24
RPS25
RPS26
RPS4Y1
RPS4X
RPS4Y2
RPS28
RPS29
RPS3
FAU
RPS3A
RPS5
RPS6
RPS7
EIF2S1
EIF2S3
EIF2S2
PABPC1
RPL30
RPL31
RPL32
RPL34
RPL35
RPL35A
RPL36
RPL37
RPL37A
RPL38
RPL4
RPL41
RPL5
RPL6
RPL7
RPL7A
RPL8
RPL9
RPL39
RPL39L
RPLP0
RPLP1
RPLP2
RPL36A
RPL36AL
RPL10A
RPL11
RPL12
RPL13
RPL26
RPL26L1
RPL14
RPL15
RPL17
RPL18
RPL18A
RPL22
RPL22L1
RPL19
RPL21
RPL23
RPL23A
RPL10
RPL10L
RPL24
RPL3
RPL3L
RPL27
RPL27A
RPL28
RPL29
EEF1A1
EEF1A2
EEF1A1P5
EEF1G
EEF1B2
EEF1D
EEF2
ALYREF
NXF1
SLBP
FIP1L1
WDR33
CPSF3
CPSF2
CPSF1
SYMPK
CPSF4
CDC40
SRSF1
DHX38
SRSF5
SRSF7
THOC6
THOC7
THOC1
THOC2
THOC3
THOC5
DDX39A
DDX39B
SARNP
CHTOP
ZC3H11A
LUZP4
FYTTD1
POLDIP3
SRSF6
SRSF11
U2AF1L4
U2AF1
SRSF4
SRRM1
CASC3
MAGOHB
MAGOH
RBM8A
UPF3B
RNPS1
U2AF2
SLU7
SRSF9
SRSF3
SRSF2
NXT1
NXF2
GLE1
TPSAB1
PRSS1
TIMP2
CTRB1
KLK2
CTRB2
MMP16
MMP17
MMP24
MMP25
SPOCK3
SLC27A5
BAAT
ABCB11
SLCO1B3
SLCO1B1
SLC10A1
SLCO1A2
ABCC3
SLC10A2
NR1H4
STARD5
SLC51A
SLC51B
FABP6
GGCX
PROZ
BGLAP
ZBP1
TBK1
DTX4
NLRP4
SUOX
SLC25A10
ETHE1
SQRDL
TST
TSTD1
CTH
CDO1
CSAD
FMO1
ADO
GADL1
GOT2
MPST
TXN2
CBS
BHMT
BHMT2
NEDD4L
VPS37A
VPS37B
VPS37C
VPS37D
TSG101
VPS28
UBAP1
MVB12B
MVB12A
PDCD6IP
CHMP4A
CHMP4B
CHMP4C
CHMP7
CHMP2A
CHMP2B
CHMP6
CHMP3
VPS4A
VTA1
VPS4B
CHMP5
BANF1
HMGA1
PSIP1
NMT1
RAB1A
RAB1B
GOLGA2
GORASP1
USO1
RAB2A
GORASP2
BLZF1
DPM3
DPM2
DPM1
PIGW
PIGQ
PIGY
PIGP
PIGA
PIGH
PIGC
PIGG
PIGF
PIGZ
PIGN
PIGB
PIGX
PIGM
PIGL
PIGV
PIGO
PGAP1
PLAUR
PIGT
PIGK
GPAA1
PIGS
PIGU
GPLD1
MDGA2
RAET1G
FOLR2
CEACAM5
TECTB
RTN4RL1
TEX101
CNTN3
THY1
GPIHBP1
ALPL
LYPD5
LYPD1
LY6G6D
VNN2
ALPG
LSAMP
PSCA
RECK
VNN1
LY6H
PRND
RTN4RL2
LY6D
LY6G6C
PRSS41
OPCML
CPM
CNTN5
OTOA
CEACAM7
SPACA4
SPRN
ART3
NRN1L
CD52
LYPD8
NTNG2
MDGA1
MELTF
NEGR1
PRSS21
NTM
PLET1
LYPD6B
NRN1
MSLN
TECTA
GP2
LYPD2
XPNPEP2
ART4
RAET1L
NTNG1
CNTN4
IZUMO1R
ULBP2
FCGR3B
LYPD4
LY6K
BST1
LY6E
LYPD3
DMAC2L
ATP5F1E
ATP5F1D
ATP5F1C
ATP5MC2
ATP5PB
ATP5PD
ATP5PF
ATP5MG
MT-ATP8
ATP5MF
ATP5ME
MT-ATP6
ATP5MC3
ATP5PO
TFB2M
POLRMT
TFAM
AMBRA1
ATG101
ATG13
ULK1
RB1CC1
PRKAA1
ATG14
BECN1
RHEB
RRAGB
RRAGA
RRAGD
RRAGC
LAMTOR4
LAMTOR3
LAMTOR2
LAMTOR1
LAMTOR5
SLC38A9
RPTOR
TSC2
TSC1
WIPI2
WIPI1
WDR45B
WDR45
ATG5
ATG12
ATG16L1
ATG3
GABARAP
MAP1LC3B
GABARAPL1
GABARAPL2
MAP1LC3A
MAP1LC3C
GABARAPL3
MTMR3
MTMR14
ATG7
ATG4B
ATG4A
ATG4D
ATG4C
ATG10
ATG9A
ATG9B
UVRAG
MTERF1
MLXIPL
PFKFB1
ADCY1
ADCY5
ADCY3
ADCY8
ADCY4
ADCY9
ADCY2
ADCY6
ADCY7
GNAS
GCGR
GCG
LIPE
FABP4
PLIN1
CAV1
ABHD5
PPP1CB
PPP1CA
FABP5
FABP12
FABP3
FABP1
FABP2
FABP7
FABP9
PNPLA4
PNPLA5
PLIN3
PRKAR1B
PRKAR1A
PRKAR2B
PRKAR2A
ADIPOQ
ADIPOR1
ADIPOR2
STK11
TKT
TALDO1
MLX
PKLR
FASN
ACACB
ACACA
ACLY
ICMT
FN3KRP
FN3K
XRCC5
XRCC6
LIG4
XRCC4
AP2M1
AP1B1
AP1M1
AP1M2
AP1G1
AP1S3
AP1S2
AP1S1
PACS1
CD247
PAK2
HCK
DOCK2
ELMO1
RAN
RANBP1
RCC1
COL6A2
COL6A1
COL6A3
COL6A5
COL6A6
P4HB
P4HA3
P4HA1
P4HA2
COL1A1
COL1A2
COL3A1
COL10A1
COL4A4
COL2A1
COL20A1
COL5A3
COL24A1
COL4A2
COL22A1
COL7A1
COL11A2
COL27A1
COL4A5
COL5A1
COL4A3
COL28A1
COL5A2
COL4A1
COL8A1
COL11A1
COL8A2
COL4A6
COL21A1
P3H2
CRTAP
PPIB
P3H1
P3H3
PLOD1
PLOD2
PLOD3
COLGALT2
COLGALT1
ADAMTS14
ADAMTS2
ADAMTS3
PCOLCE
PCOLCE2
SERPINH1
AKT1S1
PDE3B
SEC23A
SEC24B
SEC24A
SEC24D
SEC24C
SAR1B
SCAP
SREBF2
MBTPS1
MBTPS2
INSIG1
INSIG2
LBP
BPI
CD180
LY86
DNM3
DNM2
DNM1
PTPN4
ITGB2
ITGAM
PIP5K1A
PIP5K1C
PIP5K1B
PIP4K2B
PIP4K2A
PIP4K2C
PI4K2A
OCRL
SYNJ2
SYNJ1
INPPL1
INPP5D
INPP5J
INPP5K
MTMR1
MTM1
MTMR6
PIK3C2G
PIK3C2A
PIK3C2B
PTEN
INPP4B
INPP4A
MTMR8
MTMR9
SBF2
PLEKHA2
PTPN13
PLEKHA1
PLEKHA4
PLEKHA6
PLEKHA5
PLEKHA8
PLEKHA3
ARF1
RAB5A
RUFY1
INPP5E
ARF3
PI4KB
PIKFYVE
FIG4
VAC14
TPTE2
TPTE
MTMR4
MTMR12
MTMR10
INPP5F
