P08887
Q9HAW4
P55212
Q01826
Q07021
Q8N726
P35372
P01213
P01189
P16220
P17612
P51817
P22612
P22694
Q16566
P0DP23
P52292
Q9UQM7
Q13554
Q13557
Q13555
Q96RR4
Q8N5S9
P25098
P05129
P17252
Q01064
Q14123
P54750
P47712
P28482
Q00722
Q9NQ66
Q01970
Q15147
O95837
P50148
P30679
P29992
Q14571
Q14643
Q14573
O43865
Q6NS38
Q96Q83
Q8N9N2
Q8N3C0
Q9H1I8
Q9UKL4
P36383
Q96RD6
Q96RD7
Q969M2
Q9NY47
Q9UIU0
Q8IZS8
O00555
O00305
Q9Y698
Q00975
P54284
Q15878
Q02641
Q08289
Q9UBN1
Q02083
P22303
P06276
O15244
O15245
P46098
P48167
P23415
P23416
O75311
Q8NFP9
Q70Z44
A5X5Y0
O95264
Q8WXA8
Q15369
Q15370
Q8IYF1
Q14241
Q96ST2
Q9GZS3
Q8WVC0
Q6P1J9
Q8N7H5
Q92541
Q6PD62
P23193
Q7KZ85
P18074
P51946
P51948
P50613
Q6ZYL4
P32780
Q13888
Q13889
P19447
Q92759
Q03111
Q96CJ1
O60583
O75909
O60563
P50750
P42568
Q9UHB7
Q96JC9
Q9Y5B0
O00267
P63272
P55199
Q8WX92
Q9H3P2
P18615
Q8IXH7
P13984
P35269
P24928
P62487
P52435
P36954
O15514
P52434
P61218
P62875
P19387
P53803
P19388
P30876
Q9Y5B9
Q08945
Q15121
Q16690
Q9BY84
Q05923
P28562
Q13202
Q9Y6W6
Q13115
Q16828
Q16829
Q99956
P36507
Q07889
P01112
P01116
P01111
P30154
P30153
Q9Y5P8
P67775
P62714
P06400
P49643
P49642
Q14181
P09884
Q9Y5N6
Q13415
Q9UJA3
Q13416
O43929
O43913
Q9UBD5
P14635
O95267
Q7LDG7
Q02156
P24723
Q9Y210
Q9HCX4
Q13507
P23743
Q9Y6T7
P52429
Q13574
Q86XP1
P52824
P49619
O75912
Q5KSL6
Q16760
P05771
O00186
Q12846
P07948
Q9HCN6
P30273
P06241
P16885
P43405
Q9P126
Q86YL7
O15530
Q13094
Q9UKW4
P15498
P52735
P06239
O43561
P48736
Q5UE93
Q8WYR1
Q92569
Q05513
P84095
P15153
P63000
P60953
P61586
P62745
O95866
P29350
O43852
P11021
Q9BWS9
P07602
O15439
O00391
P04217
Q9NXH8
Q9BX10
Q9UEU0
Q9UNF1
P49765
O43915
P49767
P15692
Q8NBX0
Q8NBM8
P19652
Q9NTK5
P01127
P04085
P02765
P02775
P02763
P01011
Q86UX7
O14498
Q14393
Q6UXV4
P00451
P07996
Q9Y6I9
P10909
P04075
P10124
P01033
P02675
P02671
P02679
P01023
P05067
P01009
P00488
P62328
P02751
P08697
P12259
P02776
P14210
P07225
P02768
O00292
P10600
P61812
P01137
Q13201
P00746
P35609
P12814
O43707
P09486
P04196
P00747
P05121
P01344
P05019
P01042
P05155
P01133
Q8NBF2
P04275
Q9NUQ9
P05452
P56202
Q14624
Q16610
Q99969
Q92520
Q08380
P35625
Q06033
P29622
P49908
Q13103
P02749
Q7L3B6
O00194
P13473
P16109
P08962
Q5SQ64
Q6ZUX7
Q96JJ7
P16671
Q9UHQ9
O75167
P21926
O60245
P16284
P08514
P05106
Q6YHK3
Q96C24
Q06481
Q8WXD2
P02647
P02787
P08567
Q9Y490
Q9ULD4
P37802
O94919
Q5JVS0
O75083
P00441
P68366
Q15833
P08758
P55145
P18206
Q8WZ42
Q9BYX7
P21333
P07737
P23528
Q01518
P62937
Q04206
P19838
Q04864
Q9BXL7
Q9UDY8
O95999
O43318
O14920
O15111
Q9Y6K9
Q15653
O00221
P25963
O14818
P55036
P20618
Q16401
P40306
Q15008
P51665
P49721
P48556
P49720
O00233
Q06323
P28070
Q9UL46
P28074
P61289
Q92530
Q8TAA3
P28072
Q99436
Q14997
A5LHX3
P28062
P28065
P62191
P35998
P17980
P43686
P62195
P62333
O00487
Q99460
P25786
O75832
P60896
P25787
O00231
P25788
O00232
P25789
Q9UNM6
P28066
Q13200
P60900
O43242
Q9Y297
Q13616
P63208
Q9UKB1
Q8IV61
P05161
O14933
Q9UII4
Q9Y4X5
Q14258
Q14653
P41226
O75369
P46934
P61088
P51965
O75688
P19174
P09914
P19525
O95786
P20591
P20592
O15504
P49792
Q9NRG9
Q9UKX7
Q7Z3B4
Q9BVL2
P37198
P52948
P78406
Q96EE3
Q92621
O75694
Q8N1F7
Q8NFH5
A8CG34
Q96HA1
Q8TEM1
Q9BTX1
P35658
Q5SRE5
Q99567
P49790
P12270
P55735
Q8WUM0
Q9BW27
Q8NFH4
Q12769
Q8NFH3
P57740
Q14974
O15131
A9QM74
O00505
P52294
O00629
Q9UMW8
Q3LFD5
O60573
Q04637
P78344
O43432
Q14240
P60842
P38919
P06730
Q8N5X7
Q13526
P16471
P0DML2
P01236
P01242
P01241
P42229
P51692
Q9NRF2
P10912
P09958
P29122
Q96S42
P27539
P36896
P0CG37
P13385
P51864
Q13705
P27037
Q8NER5
O95813
Q8N907
O75610
Q15796
P84022
O75593
Q13485
Q14919
O43524
Q9UJ98
Q8WVM7
Q8NDV3
O95072
Q8N3U4
Q9UQE7
Q14683
O60216
Q9BX26
Q8IZU3
P20700
O94901
Q8NF91
Q8WXH0
P02545
Q9UH99
Q13535
P38398
Q6PIF2
P54652
O75344
P63279
Q9BTC0
Q8N0S2
Q9BXU0
A1L190
Q15431
P02788
P38606
P21281
P15313
O75348
O95670
Q96LB4
Q96A05
P36543
P21283
Q8NEY4
Q9UI12
Q9Y5K8
Q16864
Q8NHE4
O15342
P27449
Q99437
Q9HBG4
Q93050
Q13488
Q9Y487
P61421
Q8N8Y2
P29475
P35228
P29474
P49279
Q96D96
P04839
P13498
P19878
Q15080
P14598
Q02297
O14511
P21860
P04626
P00533
Q15303
P35070
O14944
Q99075
Q8WWG1
P56975
P07900
Q96RT1
Q16543
P12931
P07947
Q9Y2N7
Q99814
Q16665
Q92793
Q09472
P27540
Q99967
Q16790
P01588
Q9Y241
Q9NWT6
P40337
Q13617
Q9UGP4
Q96IF1
A6NIX2
Q9H6Z9
Q9GZT9
P51668
P62837
P61077
Q96KS0
P29353
P78352
Q9UN88
P47870
P18505
P28472
P18507
Q99928
P14867
P18084
P06756
P61619
Q9H9S3
P60059
P60468
Q03518
Q03519
P61769
P17693
P13747
P01893
P10321
P04439
P30511
P01889
P30101
O15533
P27797
O75396
O00161
Q06187
P08571
O60603
Q15399
P23297
O00206
Q9Y6Y9
P09429
P05109
P06702
Q9Y2C9
P58753
Q99836
Q15836
Q9BV40
P25774
P07711
O60911
Q9UIQ6
Q9UJ71
Q92637
P12314
Q9UBG0
P22897
P02730
P29972
P22748
Q02094
P68871
P69905
P00918
P00915
Q7L1T6
Q6BCY4
Q6IPT4
Q9BV20
P17174
Q9BV57
Q9UHY7
Q13126
Q05209
P78536
Q8WW43
Q96BI3
P49768
P49810
Q92542
Q9NZ42
O75376
Q9NYJ8
P14136
Q9NZC7
P46937
P05814
P03372
P06401
P04271
P48061
P02649
O75689
P16949
Q14582
Q9H0M0
Q96J02
Q9BVC4
P85299
P42345
Q6R327
Q9BPZ7
Q5T1C6
Q96RU7
Q92731
O43815
P21583
P10721
P08581
O00329
P15391
Q9Y6W8
P15514
Q6UW88
P01135
Q6ZUJ8
P10747
P42081
P33681
Q6PIZ9
P09619
P16234
Q9Y4K3
P51617
Q9NWZ3
Q01638
O95760
Q9NPH3
P16871
P13232
P31785
P52333
Q9NSI6
P51532
Q71DI3
P68431
P15918
P55895
O15524
Q9NSE2
O14508
Q969D9
Q9HC73
Q8N4H5
Q9P0U1
Q96B49
Q15388
Q9NS69
O94826
O96008
P38646
Q9Y584
Q99798
P05496
Q9Y276
P08574
P10809
P06576
P12235
P51553
O75390
P25705
O75431
Q13505
Q9Y512
P21796
P00480
Q16595
Q8IWL3
O60830
Q99595
O14925
Q9BVV7
Q9Y3D7
Q96DA6
O43615
Q8TAA5
Q9HAV7
Q3ZCQ8
O75439
Q10713
O95169
Q96H96
Q86WU2
P12236
Q16635
P62072
Q9Y5J7
Q9UJS0
O75746
Q9Y5L4
Q9Y5J9
O60220
Q8N4Q1
P55789
Q9NX63
Q8WYQ3
Q9Y6H1
Q9BSY4
Q49B96
Q14061
Q9BUK0
Q9NYJ1
P56277
Q5JTJ3
Q9NRP2
Q9Y5J6
Q5JRX3
O43597
P15056
Q9BUB5
Q14654
Q15842
Q09428
O60706
O75899
Q9UBS5
P59768
Q9UBI6
P63218
P50150
P61952
P50151
P63215
Q9P2W3
O60262
P63211
O14610
Q9UK08
P62873
P16520
O14775
Q9HAV0
P62879
Q9NPI9
P78508
Q99712
Q92806
P48051
P48544
P48549
P63252
Q14500
P48050
O15554
Q12791
Q16558
Q9Y691
Q9NPA1
Q86W47
Q9UGI6
Q9H2S1
Q92952
Q9UNX9
Q9Y3Q4
Q9UL51
O60741
Q9P1Z3
P48048
Q14722
Q13303
O43448
Q8TDN2
Q6PIU1
P22460
P22001
P22459
P16389
Q16322
Q09470
Q96RP8
P17658
O95259
Q8NCM2
Q9ULS6
Q9BQ31
Q96KK3
Q9UJ96
Q9UIX4
Q8TAE7
Q8TDN1
Q03721
Q96PR1
Q14003
P48547
O43526
O43525
P56696
Q9NR82
P51787
Q9UK17
Q9NZV8
Q9NSA2
Q9H3M0
Q9H252
Q9NS40
Q12809
Q14721
Q92953
Q9UQ05
Q9ULD8
Q96L42
Q9HB14
O00180
Q9Y2U2
Q9Y257
O14649
Q9NPC2
Q7Z418
Q96T54
Q96T55
O95069
Q9NYG8
P57789
Q86XM0
Q9H7T0
Q6ZRH7
Q86XQ3
Q96P56
Q8NEC5
Q7RTX7
A8MYU2
Q8IYV9
Q6UXV1
Q1ZYL8
Q5VZ72
P10323
Q14451
Q9H4P4
P40818
P30304
Q08999
Q15329
Q16254
Q52LA3
Q09028
Q6MZP7
Q96GY3
Q5TKA1
P61244
P01106
Q99741
Q13547
P28749
P11388
P20248
P10244
Q9HD34
Q9Y697
Q9H1K1
Q6P4F2
P10109
Q96A46
Q9NYZ2
Q9BUE6
Q86U28
Q86SX6
P20393
O15379
P36956
P35398
P50416
O60907
Q07869
P19793
Q15648
Q86X55
Q6STE5
Q14686
Q15596
Q96RS0
Q15788
Q3L8U1
Q9BYK8
Q9BZK7
P43490
O00327
Q99743
O15516
Q8WYA1
Q9UK39
P08709
Q10586
Q9C0J9
P01185
O14503
Q9UIH9
Q9NP58
O75027
Q9NRK6
Q9NUT2
Q8WWZ4
Q8N139
Q8IUA7
Q9BZC7
Q9H172
Q9H222
Q9H221
P45844
Q8IZY2
Q9UBJ2
P33897
P28288
P40855
P56589
Q86UK0
Q99758
Q8WWZ7
Q93086
O15547
P51575
Q9UBL9
Q99572
Q99571
P56373
Q13586
Q96D31
Q96SN7
Q96FJ2
Q96KQ4
Q13625
O15350
Q9H3D4
P23219
O00273
O76075
P07305
Q02539
P16402
P16403
P16401
P10412
P26583
Q13158
Q13546
Q15628
Q12933
P25445
P48023
P50591
O00220
O14763
Q8IUC6
Q86XR7
P13726
P00742
P00740
P10646
P00734
P07093
P04070
P05154
P01008
P05546
P40197
P13224
P07359
P14770
P03951
P03952
P42785
P00748
P05160
P07204
Q9UNN8
P10720
Q8N6Q3
P24158
P25116
P21397
P27338
Q9NWM0
Q6QHF9
Q12834
Q13257
Q9UM13
Q9UJX2
P30260
Q9UJX5
Q9UJX6
Q96DE5
P60006
Q9H1A4
Q13042
Q9NYG5
Q16763
O00762
Q8NHZ8
Q9UJX4
Q9UJX3
O60566
O43684
Q96EA4
P30622
Q9NXR1
Q14008
Q99661
Q8N4N8
Q9Y266
Q9GZM8
O43237
Q9Y6G9
Q14204
O14576
Q13409
Q9NQS7
Q9BPU9
Q96H22
Q9NSP4
Q13352
Q7L2Z9
Q71F23
Q6IPU0
Q9BU64
Q8N2Z9
Q8N0S6
Q9H3R5
Q92674
Q9BS16
Q03188
Q96BT3
P49450
Q53HL2
Q96GD4
O15392
Q8NG31
Q6P1K2
Q9H410
Q96IY1
Q9H081
Q9HBM1
O14777
Q8NBT2
Q9BZD4
Q9H900
O43264
P50748
P49454
Q96BD8
O14980
Q8WVK7
Q7Z460
O43683
Q5FBB7
P42677
Q8NI77
Q16537
Q14738
Q15172
Q13362
Q15173
O00139
Q9P258
Q02224
Q8WYP5
P36873
Q15691
Q562F6
O75122
P53350
P46060
O95229
Q9Y6D9
P43034
Q7L7X3
Q2NKX8
P23946
P14780
Q92729
Q13588
O75791
Q13322
P07332
O14757
P42680
P16591
O14492
O14544
Q9UQQ2
P08254
P22894
P03956
P39900
P09237
P08253
P45452
P07478
P50281
Q8IU80
P24347
Q05707
P09238
Q14050
P20849
Q14055
Q5TAT6
P39059
Q99715
O60882
P07858
P43235
P39060
Q13443
O14672
Q9UMD9
Q07092
Q86Y22
Q14993
P07339
Q9BXS0
Q96A83
P51511
P08246
Q99542
Q8IUZ5
P61026
P61106
P51153
P61006
Q86TI0
O60343
P63027
P14672
Q9BZE9
Q9Y4I1
O43741
Q9Y478
P54646
Q9UGI9
P54619
Q9UGJ0
Q86X10
Q2PPJ7
P11233
Q92845
O15066
Q9Y496
P20338
O00159
Q9UPT5
Q96A65
Q9NV70
O60645
Q8TAG9
Q96KP1
O00471
Q8IYI6
P35579
P17081
Q86YS7
P62491
P81534
Q30KQ3
P0DP73
Q5J5C9
Q8WTQ1
O15263
Q8NET1
Q8NES8
Q30KQ8
P0DP74
Q9H1M3
P59861
Q8N688
Q4QY38
Q30KQ6
Q8IZN7
Q9BYW3
Q30KP8
Q30KQ7
Q30KQ9
Q30KQ1
Q8NG35
Q30KQ4
Q30KP9
Q30KR1
Q30KQ5
Q7Z7B7
A8MXU0
Q8N104
P60022
Q7Z7B8
Q8N687
Q9H1M4
Q96PH6
Q8N690
P51684
P41597
P59666
Q01524
P59665
Q01523
P12838
P35030
P01730
P52961
P30793
P30047
Q03393
P35270
Q13237
P00374
P16070
P12830
P13497
Q13751
Q13753
Q16787
P14543
Q9UNA0
O75173
Q9UP79
Q9P2N4
Q8TE57
Q9UHI8
Q8TE60
P16112
P98160
P11047
O15230
P07942
P07585
P07384
P04632
P35613
P08311
P78325
Q96GW7
O43897
Q9Y6L7
P49862
P10451
Q13444
P17655
Q6ZSI9
Q9Y6W3
A6NHC0
Q9Y6Q1
O75808
Q6MZZ7
Q9UMQ6
Q9HC96
P20807
O15484
A8MX76
O14815
Q96L46
P20810
Q92743
Q9UBM4
Q8IX30
Q8IWY4
P23280
Q9ULX7
O43570
P43166
Q8N1Q1
P07451
Q9Y2D0
P35218
Q643R3
Q6ZWT7
Q6P1A2
Q7L5N7
Q8NF37
Q9UP65
Q9NP80
P14555
O60733
Q86XP0
P0C869
Q68DD2
Q6P4A8
P53816
Q3MJ16
Q6P1J6
P39877
Q9NZK7
Q9BZM1
Q9BZM2
P04054
Q9NZ20
O15496
Q9UNK4
Q13018
Q8N661
P55084
P40939
Q6UWP7
Q6ZNC8
Q9BXB5
Q9BZF1
Q9H0X9
Q53H76
Q8TB40
Q9NWW9
Q9UL19
Q9HDD0
Q96KN8
Q99685
Q96AD5
Q9NST1
O75907
Q96PD7
Q6E213
Q6ZPD8
Q96N66
Q92604
Q9UJA2
Q9BVG9
P48651
Q9NPB8
Q8NCC3
Q32NB8
Q8N2A8
Q13393
Q96BZ4
Q8IV08
O14939
O95674
Q8WUK0
Q9NUQ2
Q9HCL2
Q6NUI2
O15228
P43304
Q86UL3
O94830
Q8NEL9
Q8WWY8
Q6XZB0
Q9NRZ7
Q53EU6
O15120
Q99943
Q9NRZ5
P21695
Q8N335
Q9NPH0
P09923
Q7L4E1
Q8NAN2
Q9Y6K0
Q8WUD6
P35790
Q9Y259
P49585
Q9Y5K3
Q8TCT1
Q9UBM1
Q14693
Q9BQK8
Q92539
P28329
Q8WWI5
Q8NCS7
Q8N4M1
Q53GD3
Q8IWA5
Q8WU67
Q8NA29
Q9UKL6
Q9NQZ5
Q9Y365
P67870
P19784
P68400
P48739
Q9UBL6
O95741
O75131
Q99829
Q53H12
Q9C0D9
Q99447
Q9UG56
Q9HBU6
Q9NVF9
Q8TBG4
O14735
Q92903
Q9BZ72
O00562
Q9BZ71
Q8TCG2
P42356
Q9NTJ5
Q13614
O95248
Q5GJ75
Q6P589
O95379
Q8WVP5
P09529
P08476
Q13627
P24941
O96020
P24864
P78396
P51580
Q9UBK8
Q99707
Q00266
P23526
P21964
P40261
Q9NZL9
P31153
Q9HBK9
P78417
Q9UI30
Q9Y5N5
P05177
P11245
P18440
P50225
P0DMN0
P0DMM9
Q6IMI4
O43704
Q06520
P49888
O00338
O00204
Q9BR01
O95861
O75897
P50226
Q96IU4
Q9NX62
O60507
O60704
Q9NZ53
P22310
O60656
P35503
P19224
P22309
Q3SY77
Q6UWM9
P06133
P54855
Q6NUS8
Q9HAW9
P16662
O75795
Q9HAW7
O75310
P36537
P35504
Q9BY64
P0DTE5
P0DTE4
Q9NUJ1
Q9HAW8
P46439
P28161
P08263
P09210
O43708
Q03013
Q16772
P09488
P30711
P21266
Q9H4Y5
P0CG30
P09211
O60760
O15217
Q7RTV2
P0CG29
Q99735
O14880
P10620
Q9Y2Q3
P14550
P10768
Q9UBX5
P15502
Q13361
P55001
P35555
P35556
Q75N90
P28300
Q08397
Q96JB6
Q9Y4K0
P58215
P18564
P05556
P08648
P31997
P40199
P13688
P30307
P30291
Q99640
Q08050
O95067
P40429
Q15056
P23588
P47813
P55884
O00303
O75821
Q13347
O75822
Q7L2H7
Q9UBQ5
Q9Y262
P60228
Q99613
O15371
Q14152
O15372
P62241
P46781
P46783
P08865
P62280
P25398
P62277
P62263
P62841
P62249
P08708
P62269
P39019
P62244
P15880
P60866
P63220
P62266
Q71UM5
P62847
P62851
P62854
P22090
P62701
Q8TD47
P62857
P62273
P23396
P62861
P61247
P46782
P62753
P62081
P05198
P41091
P20042
P11940
P62888
P62899
P62910
P49207
P42766
P18077
Q9Y3U8
P61927
P61513
P63173
P36578
P62945
P46777
Q02878
P18124
P62424
P62917
P32969
P62891
Q96EH5
P05388
P05386
P05387
P83881
Q969Q0
P62906
P62913
P30050
P26373
P61254
Q9UNX3
P50914
P61313
P18621
Q07020
Q02543
P35268
Q6P5R6
P84098
P46778
P62829
P62750
P27635
Q96L21
P83731
P39023
Q92901
P61353
P46776
P46779
P47914
P68104
Q05639
Q5VTE0
P26641
P24534
P29692
P13639
Q86V81
Q9UBU9
Q14493
Q6UN15
Q9C0J8
Q9UKF6
Q9P2I0
Q10570
Q92797
O95639
O60508
Q07955
Q92620
Q13243
Q16629
Q86W42
Q6I9Y2
Q96FV9
Q8NI27
Q96J01
Q13769
O00148
Q13838
P82979
Q9Y3Y2
O75152
Q9P127
Q96QD9
Q9BY77
Q13247
Q05519
Q8WU68
Q01081
Q08170
Q8IYB3
O15234
Q96A72
P61326
Q9Y5S9
Q9BZI7
Q15287
P26368
O95391
Q13242
P84103
Q01130
Q9UKK6
Q9GZY0
Q53GS7
Q15661
P07477
P16035
P17538
P20151
Q6GPI1
P51512
Q9ULZ9
Q9Y5R2
Q9NPA2
Q9BQ16
Q9Y2P5
Q14032
O95342
Q9NPD5
Q9Y6L6
Q14973
P46721
O15438
Q12908
Q96RI1
Q9NSY2
Q86UW1
Q86UW2
P51161
P38435
P22891
P02818
Q9H171
Q9UHD2
Q9Y2E6
Q96MN2
P51687
Q9UBX3
O95571
Q9Y6N5
Q16762
Q8NFU3
P32929
Q16878
Q9Y600
Q01740
Q96SZ5
Q6ZQY3
P00505
P25325
Q99757
P35520
Q93088
Q9H2M3
Q96PU5
Q8NEZ2
Q9H9H4
A5D8V6
Q86XT2
Q99816
Q9UK41
Q9NZ09
Q9H7P6
Q96EY5
Q8WUM4
Q9BY43
Q9H444
Q96CF2
Q8WUX9
O43633
Q9UQN3
Q96FZ7
Q9Y3E7
Q9UN37
Q9NP79
O75351
Q9NZZ3
O75531
P17096
O75475
P30419
P62820
Q9H0U4
Q08379
Q9BQQ3
O60763
P61019
Q9H8Y8
Q9H2G9
Q9P2X0
O94777
O60762
Q7Z7B1
Q9BRB3
Q3MUY2
P57054
P37287
Q14442
Q92535
Q5H8A4
Q07326
Q86VD9
O95427
Q92521
Q8TBF5
Q9H3S5
Q9Y2B2
Q9NUD9
Q8TEQ8
Q75T13
Q03405
Q969N2
Q92643
O43292
Q96S52
Q9H490
P80108
Q7Z553
Q6H3X3
P14207
P06731
Q96PL2
Q86UN2
Q9BY14
Q9P232
P04216
Q8IV16
P05186
Q6UWN5
Q8N2G4
O95868
O95498
P10696
Q13449
O43653
O95980
O95497
O94772
Q9UKY0
Q86UN3
Q14210
O95867
Q7RTY9
Q14982
P14384
O94779
Q7RTW8
Q14002
Q8TDM5
Q5BIV9
Q13508
Q496H8
P31358
Q6UX82
Q96CW9
Q8NFP4
P08582
Q7Z3B1
Q9Y6M0
Q9P121
Q6UQ28
Q8NI32
Q9NPD7
Q13421
O75443
P55259
Q6UXB3
O43895
Q93070
Q5VY80
Q9Y2I2
Q8IWV2
A6ND01
Q9BZM5
O75015
Q6UWN0
Q17RY6
Q10588
Q16553
O95274
Q99766
P56381
P30049
P36542
Q06055
P24539
O75947
P18859
O75964
P03928
P56134
P56385
P00846
P48201
P48047
Q9H5Q4
O00411
Q00059
Q9C0C7
Q9BSB4
O75143
O75385
Q8TDY2
Q13131
Q6ZNE5
Q14457
Q15382
Q5VZM2
Q7L523
Q9NQL2
Q9HB90
Q0VGL1
Q9UHA4
Q9Y2Q5
Q6IAA8
O43504
Q8NBW4
Q8N122
P49815
Q92574
Q9Y4P8
Q5MNZ9
Q5MNZ6
Q9Y484
Q9H1Y0
O94817
Q676U5
Q9NT62
O95166
Q9GZQ8
Q9H0R8
P60520
Q9H492
Q9BXW4
Q9BY60
Q13615
Q8NCE2
O95352
Q9Y4P1
Q8WYN0
Q86TL0
Q96DT6
Q9H0Y0
Q7Z3C6
Q674R7
Q9P2Y5
Q99551
Q9NP71
P16118
Q08828
O95622
O60266
P40145
Q8NFM4
O60503
Q08462
O43306
P51828
P63092
Q5JWF2
P47871
P01275
Q05469
P15090
O60240
Q03135
Q8WTS1
P62140
P62136
Q01469
A6NFH5
P05413
P07148
P12104
O15540
Q0Z7S8
P41247
Q7Z6Z6
O60664
P31321
P10644
P31323
P13861
Q15848
Q96A54
Q86V24
Q15831
P29401
P37837
Q9UH92
P30613
P49327
O00763
Q13085
P53396
O60725
Q9HA64
Q9H479
P13010
P12956
P49917
Q13426
Q96CW1
Q10567
Q9BXS5
Q9Y6Q5
O43747
Q96PC3
P56377
P61966
Q6VY07
P20963
Q13177
P08631
Q92608
Q92556
P62826
P43487
P18754
P12110
P12109
P12111
A8TX70
A6NMZ7
P07237
Q7Z4N8
P13674
O15460
P02452
P08123
P02461
Q03692
P53420
P02458
Q9P218
P25940
Q17RW2
P08572
Q8NFW1
Q02388
P13942
Q8IZC6
P29400
P20908
Q01955
Q2UY09
P05997
P02462
P27658
P12107
P25067
Q14031
Q96P44
Q8IVL5
O75718
P23284
Q32P28
Q8IVL6
Q02809
O00469
O60568
Q8IYK4
Q8NBJ5
Q8WXS8
O95450
O15072
Q15113
Q9UKZ9
P50454
Q96B36
Q13370
Q15436
O95487
O95486
O94855
P53992
Q9Y6B6
Q12770
Q12772
Q14703
O43462
O15503
Q9Y5U4
P18428
P17213
Q99467
O95711
Q9UQ16
P50570
Q05193
P29074
P05107
P11215
Q99755
O60331
O14986
P78356
P48426
Q8TBX8
Q9BTU6
Q01968
O15056
O43426
O15357
Q92835
Q15735
Q9BT40
Q13613
Q13496
Q9Y217
O75747
O00443
O00750
P60484
O15327
Q96PE3
Q96EF0
Q96QG7
Q86WG5
Q9HB19
Q12923
Q9HB21
Q9H4M7
Q9Y2H5
Q9HAU0
Q96JA3
Q9HB20
P84077
P20339
Q96T51
Q9NRR6
P61204
Q9UBF8
Q9Y2I7
Q92562
Q08AM6
Q6XPS3
P56180
Q9NYA4
Q9C0I1
Q9NXD2
Q9Y2H2
Q9Y216
Q6IA17
O43187
Q9Y616
Q13233
Q9BQ95
Q06136
O15269
Q969W0
Q8NFR3
O15270
Q9NUV7
Q9P0S3
Q8N138
Q53FV1
Q8N5B7
Q96G23
Q9HA82
Q8IU89
Q6ZMG9
P27544
Q5QJU3
Q9NRA0
Q9NYA1
Q8TDN7
O15121
Q6QHC5
Q9NUN7
Q9BX95
Q8IWX5
O95470
O14494
O14495
O43688
Q9Y5P4
Q5SGD2
Q9P0L0
O95292
P22059
Q9BZL6
O94806
Q15139
P78368
Q8NHU3
Q86VZ5
P51648
Q7L5A8
P43353
P48448
Q96LT4
Q8IVW8
P04062
P06865
P07686
P17900
P16278
Q6UWU2
Q9Y3R4
Q8WWR8
P10619
Q99519
P06280
Q9UQ49
P17405
O60906
Q9NY59
Q9NXE4
P54803
Q9NR71
Q13510
P15289
P08842
Q8NBJ7
Q8NBK3
Q5FYB1
Q6UWY0
Q5FYA8
P54793
P51690
P51689
P15848
Q5FYB0
Q96EG1
Q16739
Q8TCT0
Q6UWV6
Q9HCG7
Q9H227
Q5TA50
Q9NZD2
Q16880
Q00973
Q9BSJ8
A0FGR9
A0FGR8
O75752
Q6SZW1
Q13541
P62942
P23443
O00418
P11226
P48740
O00187
O75636
O00602
Q15485
Q9Y6Z7
Q9BWP8
P09871
P00736
P02746
P02747
P02745
A2NJV5
P01594
P06315
P01602
P23083
P04430
A0A075B6P5
P01599
P01597
A0A075B6S6
P04433
A0A0C4DH73
P04432
P01624
P06310
P01593
P01611
A2NXD2
A0A0C4DH25
P01614
P01601
P01615
P01619
P06312
P01834
A0M8Q6
